Year Week,Week,destination_state,Index YOY Change-Booking-Hotel
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Connecticut,-0.013636892
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Georgia,-0.00783651
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Delaware,-0.000715839
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Florida,-0.002423378
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Colorado,-0.005690552
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Alabama,-0.013909352
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Alaska,0.004749689
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,California,0.0023571
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Arizona,0.002013181
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Arkansas,-0.01339889
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Florida,0.089267613
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Alabama,0.105538691
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,California,0.068742298
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Georgia,0.086182635
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Arkansas,0.12052768
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Arizona,0.095109364
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Colorado,0.105275571
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Connecticut,0.044799659
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Alaska,-0.01122798
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Delaware,0.097635191
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Alabama,0.002668425
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Colorado,0.021457203
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Florida,0.058366842
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Delaware,-0.101917442
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Arizona,0.090794453
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Connecticut,0.047197104
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Arkansas,0.074762528
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Georgia,0.024657484
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Alaska,-0.042127995
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,California,0.03242166
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,California,0.000194505
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Florida,0.038420523
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Georgia,0.053540741
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Connecticut,-0.002678865
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Delaware,-0.132469681
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Alabama,0.016293463
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Alaska,-0.123210758
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Arkansas,-0.04707887
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Arizona,-0.002090783
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Colorado,0.038752913
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Alaska,-0.010679379
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Delaware,0.048929517
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Alabama,0.032184117
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Florida,0.03482118
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Arkansas,0.040424266
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,California,0.053755761
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Connecticut,0.01802889
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Georgia,0.046224578
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Arizona,0.08489148
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Colorado,0.065032384
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Arkansas,0.04098469
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,California,0.076423676
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Alabama,0.118444884
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Colorado,0.088986426
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Delaware,0.102160551
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Connecticut,0.009550511
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Alaska,0.228657219
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Georgia,0.066944878
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Florida,0.052576049
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Arizona,0.109619613
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Alaska,-0.061817423
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,California,0.059513973
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Delaware,-0.059742075
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Florida,0.028800409
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Connecticut,0.116898526
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Georgia,0.062963728
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Colorado,0.048630955
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Alabama,0.043193639
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Arkansas,0.044861738
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Arizona,0.145076293
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,California,-0.023304106
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Delaware,-0.181500441
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Alabama,0.025180418
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Alaska,-0.048677617
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Connecticut,-0.047004584
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Arkansas,0.007390175
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Georgia,0.010878686
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Florida,-0.021683118
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Arizona,0.041169823
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Colorado,-0.027451907
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Alaska,-0.231332922
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Connecticut,-0.178888874
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Delaware,-0.149166662
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Arkansas,-0.086055646
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Arizona,0.05419911
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Florida,-0.092618012
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,California,-0.158066935
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Alabama,0.033838551
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Georgia,-0.056507109
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Colorado,-0.114602829
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Alaska,-0.58010596
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Georgia,-0.332905082
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Florida,-0.271718353
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Delaware,-0.525097795
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Connecticut,-0.558929322
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Arizona,-0.218080614
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Colorado,-0.415216147
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Alabama,-0.230471873
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,California,-0.384343559
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Arkansas,-0.48595143
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Connecticut,-1.008404107
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Arkansas,-1.000090243
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Georgia,-0.759913021
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,California,-0.79818285
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Delaware,-1.032377383
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Colorado,-0.85483368
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Alaska,-1.094125455
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Florida,-0.736533793
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Arizona,-0.705188303
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Alabama,-0.739005811
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Florida,-0.821223407
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,California,-0.841213713
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Connecticut,-1.059600152
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Colorado,-0.942376968
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Georgia,-0.886116863
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Alabama,-0.856836009
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Delaware,-1.076489033
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Arizona,-0.797210284
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Arkansas,-1.105689305
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Alaska,-1.194122253
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Georgia,-0.896508583
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,California,-0.82201748
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Delaware,-1.064205504
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Connecticut,-1.072419629
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Arkansas,-1.136645976
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Colorado,-0.961963861
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Alaska,-1.198014554
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Florida,-0.838115367
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Alabama,-0.886419558
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Arizona,-0.823312882
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Alabama,-0.884154118
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Georgia,-0.910203025
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Alaska,-1.194297395
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Delaware,-1.079272301
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,California,-0.846712702
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Colorado,-0.987466786
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Florida,-0.867648293
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Arkansas,-1.137187635
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Connecticut,-1.079534581
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Arizona,-0.863316478
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Delaware,-1.029231827
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Arkansas,-1.080098065
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Connecticut,-1.082980281
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Alabama,-0.845195841
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Alaska,-1.213862758
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Arizona,-0.784049501
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,California,-0.813942494
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Colorado,-0.957820118
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Florida,-0.828354828
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Georgia,-0.876161278
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Delaware,-1.040630988
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,California,-0.80951831
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Georgia,-0.857391945
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Arizona,-0.763733475
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Arkansas,-1.085190295
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Alabama,-0.829687723
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Florida,-0.803199037
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Colorado,-0.935500846
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Connecticut,-1.075743064
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Alaska,-1.137268437
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Alaska,-1.140718694
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Delaware,-1.002750622
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Alabama,-0.720920879
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Arkansas,-1.029426241
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Arizona,-0.720617402
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Georgia,-0.798324889
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Colorado,-0.897499372
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,California,-0.795890096
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Connecticut,-1.063537993
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Florida,-0.743658863
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Connecticut,-1.049550817
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Alaska,-1.082569613
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Florida,-0.654283224
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Colorado,-0.876190991
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Alabama,-0.646757482
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Arkansas,-0.947374738
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Georgia,-0.747379871
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Delaware,-0.957330194
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Arizona,-0.650223736
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,California,-0.768292753
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Delaware,-0.906838806
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Connecticut,-1.026821133
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Alaska,-1.073652582
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Florida,-0.60621996
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Colorado,-0.848391562
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Alabama,-0.604688291
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Arkansas,-0.910959731
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Arizona,-0.583877443
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,California,-0.753161213
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Georgia,-0.693192128
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Delaware,-0.832723873
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Alabama,-0.5104589
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Florida,-0.506898493
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Connecticut,-0.978889821
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Colorado,-0.79573347
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Georgia,-0.609996214
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Alaska,-0.952924185
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Arizona,-0.428906294
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Arkansas,-0.817729002
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,California,-0.713604846
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Georgia,-0.577843649
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Arizona,-0.421038219
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Delaware,-0.647078392
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Florida,-0.491587987
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Arkansas,-0.745116587
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Colorado,-0.733249211
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,California,-0.699713485
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Alabama,-0.423958396
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Alaska,-0.83834219
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Connecticut,-0.977340565
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Alaska,-0.906375106
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Delaware,-0.463147384
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Georgia,-0.516596977
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Alabama,-0.437178831
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Florida,-0.465045184
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Arizona,-0.406315399
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,California,-0.677479015
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Connecticut,-0.836240359
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Colorado,-0.675406728
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Arkansas,-0.679630797
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Delaware,-0.303755271
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Alabama,-0.277068883
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Arkansas,-0.497614038
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,California,-0.526849828
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Connecticut,-0.734507897
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Alaska,-0.801198068
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Florida,-0.324011949
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Colorado,-0.525778972
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Arizona,-0.256707593
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Georgia,-0.386108423
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Alaska,-0.838125418
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Delaware,-0.40146317
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Georgia,-0.564202264
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,California,-0.619540182
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Colorado,-0.689144876
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Florida,-0.532796514
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Arkansas,-0.661660108
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Connecticut,-0.784682893
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Alabama,-0.454285812
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Arizona,-0.512090073
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Delaware,-0.297590218
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Colorado,-0.650103123
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Alaska,-0.83032439
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Arkansas,-0.654339273
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Florida,-0.542539493
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Arizona,-0.53385225
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Connecticut,-0.750184174
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,California,-0.606459813
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Georgia,-0.550496258
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Alabama,-0.447701056
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Delaware,-0.530416275
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Connecticut,-0.746563694
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Alaska,-0.861353069
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Florida,-0.517961322
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Arizona,-0.518994103
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Arkansas,-0.682257208
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Georgia,-0.51261498
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Colorado,-0.564507265
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Alabama,-0.440286771
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,California,-0.603009681
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Iowa,-0.010682843
