Year Week,Week,destination_state,Index YOY Change-Search-Hotel
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Indiana,-0.011976594
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Illinois,-0.007806564
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Idaho,0.00697096
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Maine,-0.012205131
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Kentucky,-0.003642619
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Maryland,-0.010269148
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Hawaii,-0.013849687
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Iowa,-0.009545002
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Louisiana,-0.013757424
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Kansas,-0.011596457
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Indiana,0.078535835
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Louisiana,0.045002247
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Idaho,0.046916011
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Illinois,0.058538357
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Kansas,0.08571115
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Iowa,0.081363199
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Kentucky,0.027227723
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Maryland,0.050779844
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Maine,0.105824302
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Hawaii,0.081970188
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Hawaii,-0.011083278
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Maine,0.111544599
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Maryland,0.024504686
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Kentucky,0.01665842
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Indiana,0.082292947
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Iowa,0.086697514
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Idaho,0.029765481
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Louisiana,0.105647704
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Kansas,0.099982798
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Illinois,0.052474301
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Idaho,0.013685849
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Hawaii,-0.0396307
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Kansas,0.077007044
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Indiana,0.052444685
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Maryland,0.00505577
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Kentucky,0.031635281
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Louisiana,0.051895942
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Illinois,0.041866024
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Maine,0.031977839
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Iowa,0.053540784
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Maryland,0.069722812
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Kansas,0.084712518
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Hawaii,-0.022484654
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Iowa,0.093165504
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Indiana,0.106096702
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Kentucky,0.060611822
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Idaho,0.079169368
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Illinois,0.059986798
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Maine,0.089849854
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Louisiana,0.06277295
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Indiana,0.060887179
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Kentucky,0.073020558
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Iowa,0.023204401
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Illinois,0.031613337
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Kansas,0.055612539
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Idaho,0.078450275
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Maryland,0.071497036
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Louisiana,0.021246194
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Maine,0.000183695
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Hawaii,-0.039170084
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Maryland,-0.036555415
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Maine,-0.053312617
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Idaho,-0.048269163
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Louisiana,0.032603757
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Indiana,0.025845705
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Kentucky,-0.016981202
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Kansas,0.023944556
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Hawaii,0.023205671
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Illinois,-0.03207692
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Iowa,-0.034534374
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Iowa,-0.06690224
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Hawaii,-0.086654655
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Kansas,0.023598734
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Maryland,-0.054096447
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Louisiana,-0.032728553
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Indiana,-0.002791499
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Maine,-0.081483695
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Illinois,-0.036394729
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Kentucky,-0.088213256
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Idaho,-0.102451829
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Maryland,-0.153539946
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Maine,-0.204188971
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Kentucky,-0.171816214
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Illinois,-0.149729597
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Louisiana,-0.096523454
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Iowa,-0.195375448
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Idaho,-0.20982968
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Kansas,-0.099136687
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Indiana,-0.109155625
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Hawaii,-0.376559681
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Idaho,-0.373485942
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Kansas,-0.380260875
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Kentucky,-0.356540414
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Louisiana,-0.419687638
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Maryland,-0.40395526
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Indiana,-0.394361476
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Maine,-0.494645005
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Iowa,-0.464289841
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Illinois,-0.432017565
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Hawaii,0.072460215
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Idaho,-0.847997157
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Maryland,-0.878483949
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Illinois,-0.907046875
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Kentucky,-0.737068928
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Kansas,-0.818507913
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Louisiana,-0.905349009
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Indiana,-0.856959599
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Maine,-1.00404999
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Hawaii,-0.630860962
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Iowa,-0.925559095
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Maine,-1.07589306
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Idaho,-0.911328091
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Kansas,-0.880236658
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Hawaii,-0.71515393
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Iowa,-0.983350871
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Louisiana,-0.956668652
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Kentucky,-0.797509832
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Maryland,-0.952684442
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Illinois,-0.975886039
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Indiana,-0.909925915
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Maryland,-0.940348588
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Idaho,-0.925780948
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Illinois,-0.972294525
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Maine,-1.07353153
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Kentucky,-0.767742196
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Louisiana,-0.962817676
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Iowa,-0.981478959
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Hawaii,-0.731600684
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Kansas,-0.878211488
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Indiana,-0.91304213
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Hawaii,-0.694558562
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Illinois,-0.957622033
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Louisiana,-0.947761584
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Maryland,-0.938092702
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Indiana,-0.905877615
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Kentucky,-0.765066555
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Iowa,-0.973215368
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Idaho,-0.919434306
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Maine,-1.057186819
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Kansas,-0.865089001
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Maryland,-0.908664135
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Kansas,-0.843716067
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Kentucky,-0.754772702
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Indiana,-0.877322555
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Idaho,-0.903263219
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Iowa,-0.947559722
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Illinois,-0.922250253
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Maine,-1.005491421
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Louisiana,-0.925975433
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Hawaii,-0.575082077
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Maine,-1.002251
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Iowa,-0.939796219
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Maryland,-0.886361349
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Louisiana,-0.92819846
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Kansas,-0.834547416
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Indiana,-0.876573202
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Kentucky,-0.756339516
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Hawaii,-0.67024667
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Illinois,-0.923588118
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Idaho,-0.888303906
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Illinois,-0.91123707
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Hawaii,-0.667671772
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Kentucky,-0.740404374
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Maine,-0.987805053
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Maryland,-0.881133195
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Kansas,-0.821166021
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Indiana,-0.865468729
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Louisiana,-0.919428416
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Iowa,-0.927072044
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Idaho,-0.863504904
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Illinois,-0.873547013
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Maryland,-0.826015317
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Louisiana,-0.877749693
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Indiana,-0.817369388
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Hawaii,-0.656047227
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Kentucky,-0.703381769
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Idaho,-0.848230978
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Maine,-0.9542067
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Iowa,-0.890330771
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Kansas,-0.781801879
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Maryland,-0.776171898
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Hawaii,-0.647637684
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Kansas,-0.757965993
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Maine,-0.945608065
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Illinois,-0.865756687
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Louisiana,-0.872509256
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Iowa,-0.879136955
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Kentucky,-0.674239803
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Indiana,-0.804443703
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Idaho,-0.821414114
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Indiana,-0.717784383
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Kentucky,-0.602196506
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Idaho,-0.751028854
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Kansas,-0.693835262
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Louisiana,-0.804766005
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Maryland,-0.699122444
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Illinois,-0.79352957
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Iowa,-0.80221437
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Maine,-0.880304233
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Hawaii,-0.709969952
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Idaho,-0.67030844
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Louisiana,-0.772396049
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Maryland,-0.639132629
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Iowa,-0.732806546
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Kentucky,-0.552248719
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Illinois,-0.763277583
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Kansas,-0.63972755
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Hawaii,-0.690055991
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Indiana,-0.657843678
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Maine,-0.815740717
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Hawaii,-0.69801803
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Iowa,-0.673779293
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Kentucky,-0.522654023
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Idaho,-0.655173552
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Maine,-0.735445964
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Maryland,-0.581048032
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Kansas,-0.566682827
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Louisiana,-0.683919898
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Illinois,-0.738412757
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Indiana,-0.627976067
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Louisiana,-0.558594536
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Indiana,-0.462716089
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Maryland,-0.444659545
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Illinois,-0.597195084
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Idaho,-0.491044366
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Iowa,-0.531339932
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Hawaii,-0.630166831
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Kansas,-0.413130464
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Maine,-0.56327148
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Kentucky,-0.383680618
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Hawaii,-0.719449332
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Kentucky,-0.420641132
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Indiana,-0.504757706
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Kansas,-0.472766616
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Iowa,-0.58929999
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Illinois,-0.619016371
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Idaho,-0.524478903
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Maryland,-0.559102723
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Louisiana,-0.66208728
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Maine,-0.559991673
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Hawaii,-0.626155312
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Maryland,-0.406599884
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Kansas,-0.34067926
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Maine,-0.423678696
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Kentucky,-0.320170719
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Illinois,-0.519660901
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Louisiana,-0.60986695
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Iowa,-0.455020379
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Indiana,-0.423484196
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Idaho,-0.273805831
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Maryland,-0.555631336
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Iowa,-0.604806101
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Louisiana,-0.712870805
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Illinois,-0.662827565
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Indiana,-0.584859165
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Kentucky,-0.446374335
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Maine,-0.680942509
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Kansas,-0.531459167
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Idaho,-0.403123045
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Hawaii,-0.676689707
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Arizona,0.001777857
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Colorado,-0.013340588
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,California,-0.006985702
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Georgia,-0.011433759
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Connecticut,-0.012083756
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Alabama,-0.002795462
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Florida,-0.007453172
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Alaska,-0.027768247
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Arkansas,-0.012401004
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Delaware,-0.015972607
