Year Week,Week,destination_state,Index YOY Change-Search-Hotel
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Connecticut,0.161336724
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Georgia,0.071047162
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Arizona,0.012932569
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,California,0.087139264
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Florida,0.038327518
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Arkansas,0.141042351
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Alaska,0.011992987
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Delaware,0.02765412
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Colorado,0.012273423
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Alabama,0.044079768
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Colorado,-0.044727073
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Florida,0.014802772
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Arizona,0.020209713
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Connecticut,0.266134967
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Alabama,0.047278018
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Delaware,0.005034656
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Georgia,0.080281647
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,California,0.048198688
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Alaska,-0.00868523
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Arkansas,0.184694962
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Georgia,0.068568419
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Florida,-0.038217309
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Arkansas,0.112243226
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Colorado,-0.058583997
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Connecticut,0.168183365
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,California,-0.007000964
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Delaware,0.022495614
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Arizona,-0.052017465
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Alaska,0.024304126
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Alabama,0.067882473
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Arizona,-0.016571776
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Arkansas,0.134114584
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Florida,-0.075911208
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Georgia,0.058056919
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Delaware,0.141494788
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,California,0.017193595
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Colorado,-0.01466924
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Alabama,0.117125058
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Alaska,0.12537577
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Connecticut,0.125000549
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Florida,-0.089062234
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Delaware,0.258511723
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Arizona,-0.025338359
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Alaska,0.310356096
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Colorado,-0.051706074
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,California,0.008381813
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Arkansas,0.098112872
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Georgia,0.022363739
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Alabama,0.107170729
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Connecticut,0.002833203
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Alaska,-0.117313567
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Arkansas,0.018470634
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Georgia,-0.01310112
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Alabama,-0.052298179
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,California,-0.042440752
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Florida,-0.12132982
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Colorado,-0.18786825
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Connecticut,0.040880702
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Arizona,-0.001603674
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Delaware,0.034236326
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Arizona,-0.087478389
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Alabama,-0.080231129
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Delaware,-0.0237964
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Colorado,-0.227469082
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Connecticut,0.002725572
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Alaska,-0.158174308
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Georgia,0.005818722
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,California,-0.139004918
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Arkansas,0.029875774
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Florida,-0.184809747
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Alabama,-0.130056988
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Florida,-0.257999657
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,California,-0.284583275
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Arizona,-0.139763642
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Alaska,-0.221177164
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Connecticut,-0.146362797
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Arkansas,-0.107016415
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Colorado,-0.368730374
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Delaware,-0.081178803
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Georgia,-0.094517531
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Alaska,-0.48570275
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Georgia,-0.393382736
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Arkansas,-0.475112328
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Alabama,-0.292428168
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Florida,-0.342720557
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Delaware,-0.299202291
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,California,-0.532740344
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Colorado,-0.646215708
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Connecticut,-0.554195114
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Arizona,-0.314191904
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Colorado,-1.233948138
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Florida,-0.972732117
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Arizona,-0.926649832
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Georgia,-0.858261755
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Alaska,-0.87088459
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Alabama,-0.752023539
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Arkansas,-0.946184225
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Connecticut,-0.983719604
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,California,-1.072895896
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Delaware,-0.737080085
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Alaska,-0.931553883
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Connecticut,-1.04890678
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Alabama,-0.80300342
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Arkansas,-1.006224107
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Colorado,-1.311829219
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Delaware,-0.793008504
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,California,-1.138947478
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Georgia,-0.926813967
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Arizona,-0.999459093
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Florida,-1.060473689
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Alaska,-0.916157868
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Georgia,-0.92217419
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Connecticut,-1.056145698
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Alabama,-0.777466795
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Arkansas,-1.003841253
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Colorado,-1.302427363
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Delaware,-0.760855116
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,California,-1.133210108
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Arizona,-1.013790736
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Florida,-1.072311762
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,California,-1.125295932
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Connecticut,-1.051705468
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Georgia,-0.901428261
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Arizona,-0.996489491
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Colorado,-1.309453984
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Arkansas,-0.993421393
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Florida,-1.050555418
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Alabama,-0.756268017
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Alaska,-0.928997274
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Delaware,-0.760561022
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Arizona,-0.913316314
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Florida,-1.005011728
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Alabama,-0.716609958
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Colorado,-1.279646804
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Arkansas,-0.949674631
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Delaware,-0.705497561
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,California,-1.086092842
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Alaska,-0.87488055
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Connecticut,-1.021096664
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Georgia,-0.8783401
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Florida,-0.987663938
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Delaware,-0.699035599
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Georgia,-0.869906269
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Arkansas,-0.945749779
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,California,-1.08118968
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Alabama,-0.719019621
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Connecticut,-1.032005357
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Arizona,-0.907167512
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Colorado,-1.27454323
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Alaska,-0.853722995
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Georgia,-0.852280965
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Alabama,-0.677405796
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Arkansas,-0.921205714
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Arizona,-0.914707412
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Florida,-0.926399905
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Colorado,-1.26134985
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Connecticut,-1.024586
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Delaware,-0.665063992
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Alaska,-0.849273802
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,California,-1.075011209
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Colorado,-1.217908631
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Connecticut,-1.009592424
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Alabama,-0.589393392
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Georgia,-0.801635663
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Florida,-0.811866912
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Arizona,-0.826608611
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,California,-1.038641936
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Delaware,-0.582208753
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Arkansas,-0.864547125
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Alaska,-0.823681058
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Alabama,-0.564293941
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Alaska,-0.781435313
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Colorado,-1.195161547
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Arkansas,-0.850456358
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,California,-1.039902599
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Connecticut,-1.011247364
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Arizona,-0.699741701
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Delaware,-0.500508747
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Georgia,-0.777671182
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Florida,-0.745524023
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Connecticut,-0.96228251
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Alaska,-0.739503884
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Florida,-0.625808664
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,California,-0.986430012
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Colorado,-1.135756172
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Alabama,-0.422050665
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Arkansas,-0.747887271
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Georgia,-0.675862077
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Delaware,-0.37928432
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Arizona,-0.479098297
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Arkansas,-0.671748245
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Alaska,-0.63171604
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Connecticut,-0.927141584
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Delaware,-0.109373725
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Alabama,-0.404888734
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Georgia,-0.638074578
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Florida,-0.62321687
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Arizona,-0.401651332
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Colorado,-1.065794101
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,California,-0.950693354
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Delaware,-0.086660354
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Connecticut,-0.772568414
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Arizona,-0.453086771
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Florida,-0.590914049
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Alabama,-0.449886032
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Colorado,-1.023434562
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,California,-0.933457759
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Arkansas,-0.607724584
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Georgia,-0.594760969
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Alaska,-0.687929169
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Alaska,-0.502895151
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Arkansas,-0.42370282
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Connecticut,-0.646125087
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Georgia,-0.456511672
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Delaware,0.256234541
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,California,-0.720500552
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Colorado,-0.862637785
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Florida,-0.426684689
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Arizona,-0.315204881
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Alabama,-0.362031938
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,California,-0.793378058
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Delaware,0.087771452
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Alabama,-0.471894774
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Arkansas,-0.526907546
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Alaska,-0.557535622
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Arizona,-0.52035768
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Colorado,-0.969637863
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Connecticut,-0.728092578
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Georgia,-0.553169116
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Florida,-0.630143642
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Arkansas,-0.463242398
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Delaware,0.272918023
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Alaska,-0.52403398
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Florida,-0.668594899
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Connecticut,-0.635438346
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Alabama,-0.410752679
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,California,-0.802075307
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Colorado,-0.874534147
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Georgia,-0.465135071
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Arizona,-0.546352036
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Delaware,-0.292935747
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Colorado,-0.920738071
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Connecticut,-0.781454737
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Alabama,-0.520391557
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Florida,-0.758385418
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Arizona,-0.697431318
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Alaska,-0.731640341
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,California,-0.90180905
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Arkansas,-0.696622068
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Georgia,-0.596028028
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Mississippi,-0.009119136
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Nevada,-0.001186189
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Minnesota,-0.009891975
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,New Hampshire,-0.014150407
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Massachusetts,-0.006161105
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Michigan,-0.012940653
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Montana,-0.015247856
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Missouri,-0.007169432
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Nebraska,-0.010646293
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,New Jersey,-0.013725387
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Mississippi,0.063995357
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,New Hampshire,0.15170415
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Missouri,0.063562418
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Michigan,0.047303436
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Nebraska,0.101712313
