Year Week,destination_state,Index YOY Change-Booking-Hotel
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Connecticut,-0.013636892
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Georgia,-0.00783651
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Delaware,-0.000715839
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Florida,-0.002423378
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Colorado,-0.005690552
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Alabama,-0.013909352
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Alaska,0.004749689
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",California,0.0023571
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Arizona,0.002013181
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Arkansas,-0.01339889
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Florida,0.089267613
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Alabama,0.105538691
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",California,0.068742298
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Georgia,0.086182635
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Arkansas,0.12052768
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Arizona,0.095109364
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Colorado,0.105275571
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Connecticut,0.044799659
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Alaska,-0.01122798
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Delaware,0.097635191
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Alabama,0.002668425
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Colorado,0.021457203
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Florida,0.058366842
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Delaware,-0.101917442
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Arizona,0.090794453
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Connecticut,0.047197104
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Arkansas,0.074762528
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Georgia,0.024657484
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Alaska,-0.042127995
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",California,0.03242166
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",California,0.000194505
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Florida,0.038420523
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Georgia,0.053540741
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Connecticut,-0.002678865
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Delaware,-0.132469681
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Alabama,0.016293463
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Alaska,-0.123210758
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Arkansas,-0.04707887
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Arizona,-0.002090783
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Colorado,0.038752913
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Alaska,-0.010679379
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Delaware,0.048929517
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Alabama,0.032184117
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Florida,0.03482118
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Arkansas,0.040424266
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",California,0.053755761
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Connecticut,0.01802889
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Georgia,0.046224578
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Arizona,0.08489148
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Colorado,0.065032384
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Arkansas,0.04098469
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",California,0.076423676
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Alabama,0.118444884
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Colorado,0.088986426
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Delaware,0.102160551
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Connecticut,0.009550511
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Alaska,0.228657219
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Georgia,0.066944878
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Florida,0.052576049
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Arizona,0.109619613
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Alaska,-0.061817423
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",California,0.059513973
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Delaware,-0.059742075
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Florida,0.028800409
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Connecticut,0.116898526
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Georgia,0.062963728
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Colorado,0.048630955
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Alabama,0.043193639
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Arkansas,0.044861738
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Arizona,0.145076293
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",California,-0.023304106
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Delaware,-0.181500441
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Alabama,0.025180418
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Alaska,-0.048677617
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Connecticut,-0.047004584
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Arkansas,0.007390175
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Georgia,0.010878686
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Florida,-0.021683118
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Arizona,0.041169823
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Colorado,-0.027451907
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Alaska,-0.231332922
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Connecticut,-0.178888874
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Delaware,-0.149166662
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Arkansas,-0.086055646
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Arizona,0.05419911
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Florida,-0.092618012
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",California,-0.158066935
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Alabama,0.033838551
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Georgia,-0.056507109
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Colorado,-0.114602829
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Alaska,-0.58010596
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Georgia,-0.332905082
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Florida,-0.271718353
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Delaware,-0.525097795
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Connecticut,-0.558929322
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Arizona,-0.218080614
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Colorado,-0.415216147
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Alabama,-0.230471873
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",California,-0.384343559
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Arkansas,-0.48595143
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Connecticut,-1.008404107
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Arkansas,-1.000090243
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Georgia,-0.759913021
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",California,-0.79818285
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Delaware,-1.032377383
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Colorado,-0.85483368
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Alaska,-1.094125455
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Florida,-0.736533793
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Arizona,-0.705188303
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Alabama,-0.739005811
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Florida,-0.821223407
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",California,-0.841213713
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Connecticut,-1.059600152
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Colorado,-0.942376968
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Georgia,-0.886116863
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Alabama,-0.856836009
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Delaware,-1.076489033
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Arizona,-0.797210284
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Arkansas,-1.105689305
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Alaska,-1.194122253
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Georgia,-0.896508583
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",California,-0.82201748
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Delaware,-1.064205504
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Connecticut,-1.072419629
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Arkansas,-1.136645976
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Colorado,-0.961963861
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Alaska,-1.198014554
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Florida,-0.838115367
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Alabama,-0.886419558
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Arizona,-0.823312882
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Alabama,-0.884154118
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Georgia,-0.910203025
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Alaska,-1.194297395
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Delaware,-1.079272301
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",California,-0.846712702
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Colorado,-0.987466786
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Florida,-0.867648293
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Arkansas,-1.137187635
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Connecticut,-1.079534581
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Arizona,-0.863316478
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Delaware,-1.029231827
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Arkansas,-1.080098065
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Connecticut,-1.082980281
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Alabama,-0.845195841
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Alaska,-1.213862758
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Arizona,-0.784049501
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",California,-0.813942494
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Colorado,-0.957820118
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Florida,-0.828354828
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Georgia,-0.876161278
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Delaware,-1.040630988
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",California,-0.80951831
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Georgia,-0.857391945
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Arizona,-0.763733475
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Arkansas,-1.085190295
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Alabama,-0.829687723
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Florida,-0.803199037
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Colorado,-0.935500846
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Connecticut,-1.075743064
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Alaska,-1.137268437
"Apr 27, 2020 to May 3, 2020 (Week 18)",Alaska,-1.140718694
"Apr 27, 2020 to May 3, 2020 (Week 18)",Delaware,-1.002750622
"Apr 27, 2020 to May 3, 2020 (Week 18)",Alabama,-0.720920879
"Apr 27, 2020 to May 3, 2020 (Week 18)",Arkansas,-1.029426241
"Apr 27, 2020 to May 3, 2020 (Week 18)",Arizona,-0.720617402
"Apr 27, 2020 to May 3, 2020 (Week 18)",Georgia,-0.798324889
"Apr 27, 2020 to May 3, 2020 (Week 18)",Colorado,-0.897499372
"Apr 27, 2020 to May 3, 2020 (Week 18)",California,-0.795890096
"Apr 27, 2020 to May 3, 2020 (Week 18)",Connecticut,-1.063537993
"Apr 27, 2020 to May 3, 2020 (Week 18)",Florida,-0.743658863
"May 4, 2020 to May 10, 2020 (Week 19)",Connecticut,-1.049550817
"May 4, 2020 to May 10, 2020 (Week 19)",Alaska,-1.082569613
"May 4, 2020 to May 10, 2020 (Week 19)",Florida,-0.654283224
"May 4, 2020 to May 10, 2020 (Week 19)",Colorado,-0.876190991
"May 4, 2020 to May 10, 2020 (Week 19)",Alabama,-0.646757482
"May 4, 2020 to May 10, 2020 (Week 19)",Arkansas,-0.947374738
"May 4, 2020 to May 10, 2020 (Week 19)",Georgia,-0.747379871
"May 4, 2020 to May 10, 2020 (Week 19)",Delaware,-0.957330194
"May 4, 2020 to May 10, 2020 (Week 19)",Arizona,-0.650223736
"May 4, 2020 to May 10, 2020 (Week 19)",California,-0.768292753
"May 11, 2020 to May 17, 2020 (Week 20)",Delaware,-0.906838806
"May 11, 2020 to May 17, 2020 (Week 20)",Connecticut,-1.026821133
"May 11, 2020 to May 17, 2020 (Week 20)",Alaska,-1.073652582
"May 11, 2020 to May 17, 2020 (Week 20)",Florida,-0.60621996
"May 11, 2020 to May 17, 2020 (Week 20)",Colorado,-0.848391562
"May 11, 2020 to May 17, 2020 (Week 20)",Alabama,-0.604688291
"May 11, 2020 to May 17, 2020 (Week 20)",Arkansas,-0.910959731
"May 11, 2020 to May 17, 2020 (Week 20)",Arizona,-0.583877443
"May 11, 2020 to May 17, 2020 (Week 20)",California,-0.753161213
"May 11, 2020 to May 17, 2020 (Week 20)",Georgia,-0.693192128
"May 18, 2020 to May 24, 2020 (Week 21)",Delaware,-0.832723873
"May 18, 2020 to May 24, 2020 (Week 21)",Alabama,-0.5104589
"May 18, 2020 to May 24, 2020 (Week 21)",Florida,-0.506898493
"May 18, 2020 to May 24, 2020 (Week 21)",Connecticut,-0.978889821
"May 18, 2020 to May 24, 2020 (Week 21)",Colorado,-0.79573347
"May 18, 2020 to May 24, 2020 (Week 21)",Georgia,-0.609996214
"May 18, 2020 to May 24, 2020 (Week 21)",Alaska,-0.952924185
"May 18, 2020 to May 24, 2020 (Week 21)",Arizona,-0.428906294
"May 18, 2020 to May 24, 2020 (Week 21)",Arkansas,-0.817729002
"May 18, 2020 to May 24, 2020 (Week 21)",California,-0.713604846
"May 25, 2020 to May 31, 2020 (Week 22)",Georgia,-0.577843649
"May 25, 2020 to May 31, 2020 (Week 22)",Arizona,-0.421038219
"May 25, 2020 to May 31, 2020 (Week 22)",Delaware,-0.647078392
"May 25, 2020 to May 31, 2020 (Week 22)",Florida,-0.491587987
"May 25, 2020 to May 31, 2020 (Week 22)",Arkansas,-0.745116587
"May 25, 2020 to May 31, 2020 (Week 22)",Colorado,-0.733249211
"May 25, 2020 to May 31, 2020 (Week 22)",California,-0.699713485
"May 25, 2020 to May 31, 2020 (Week 22)",Alabama,-0.423958396
"May 25, 2020 to May 31, 2020 (Week 22)",Alaska,-0.83834219
"May 25, 2020 to May 31, 2020 (Week 22)",Connecticut,-0.977340565
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Alaska,-0.906375106
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Delaware,-0.463147384
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Georgia,-0.516596977
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Alabama,-0.437178831
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Florida,-0.465045184
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Arizona,-0.406315399
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",California,-0.677479015
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Connecticut,-0.836240359
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Colorado,-0.675406728
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Arkansas,-0.679630797
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Delaware,-0.303755271
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Alabama,-0.277068883
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Arkansas,-0.497614038
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",California,-0.526849828
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Connecticut,-0.734507897
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Alaska,-0.801198068
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Florida,-0.324011949
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Colorado,-0.525778972
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Arizona,-0.256707593
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Georgia,-0.386108423
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Alaska,-0.838125418
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Delaware,-0.40146317
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Georgia,-0.564202264
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",California,-0.619540182
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Colorado,-0.689144876
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Florida,-0.532796514
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Arkansas,-0.661660108
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Connecticut,-0.784682893
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Alabama,-0.454285812
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Arizona,-0.512090073
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Delaware,-0.297590218
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Colorado,-0.650103123
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Alaska,-0.83032439
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Arkansas,-0.654339273
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Florida,-0.542539493
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Arizona,-0.53385225
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Connecticut,-0.750184174
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",California,-0.606459813
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Georgia,-0.550496258
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Alabama,-0.447701056
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Delaware,-0.530416275
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Connecticut,-0.746563694
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Alaska,-0.861353069
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Florida,-0.517961322
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Arizona,-0.518994103
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Arkansas,-0.682257208
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Georgia,-0.51261498
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Colorado,-0.564507265
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Alabama,-0.440286771
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",California,-0.603009681
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Iowa,-0.010682843
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Maryland,-0.003300572
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Illinois,-0.005379576
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Indiana,-0.010761923
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Louisiana,-0.006834853
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Maine,-0.006629314
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Kentucky,-0.004243078
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Hawaii,0.005228858
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Kansas,-0.009510677
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Idaho,0.005824107
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Kentucky,0.071676306
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Kansas,0.045156909
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Illinois,0.064747335
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Hawaii,0.003043588
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Louisiana,-0.040028571
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Maryland,0.085080927
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Idaho,0.144348176
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Indiana,0.052959518
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Maine,0.020388327
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Iowa,0.059805226
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Indiana,0.026738676
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Louisiana,0.028209698
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Iowa,0.003238633
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Idaho,0.043790507
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Maine,-0.067545073
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Illinois,0.059307879
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Maryland,-0.018023869
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Kansas,0.024183468
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Kentucky,0.033964602
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Hawaii,-0.031893145
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Kansas,-0.01040067
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Idaho,0.044524223
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Kentucky,0.061542779
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Indiana,0.020215723
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Illinois,0.012513712
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Iowa,-0.018243058
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Maine,-0.134421551
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Louisiana,-0.007569853
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Hawaii,-0.082625641
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Maryland,-0.022671758
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Illinois,0.056369651
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Indiana,0.084810325
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Hawaii,-0.057208038
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Kentucky,0.141332142
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Iowa,0.049307591
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Maryland,0.01905726
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Maine,-0.013506321
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Idaho,0.171656673
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Kansas,0.029902023
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Louisiana,0.018009808
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Illinois,0.069360673
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Indiana,0.061341633
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Maryland,0.068242049
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Idaho,0.137735706
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Hawaii,0.088110624
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Iowa,0.034096655
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Maine,-0.099764285
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Louisiana,0.014575608
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Kansas,0.028272417
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Kentucky,0.100374752
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Kentucky,0.132808345
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Hawaii,0.104866737
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Idaho,0.122968692
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Louisiana,0.08091437
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Maine,-0.052500114
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Kansas,0.089113437
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Illinois,0.056034671
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Indiana,0.047506126
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Maryland,-0.009557536
