Year Week,destination_state,Index YOY Change-Booking-Hotel
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Iowa,0.023742581
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Kansas,0.005952434
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Louisiana,0.015498359
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Idaho,0.116991564
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Hawaii,0.091967026
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Maine,-0.172811139
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Indiana,-0.00271869
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Illinois,0.036605952
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Iowa,-0.021636784
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Kentucky,0.075636772
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Maryland,-0.016089912
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Kansas,-0.143543889
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Kentucky,-0.039163728
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Iowa,-0.128272241
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Maine,-0.309405091
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Hawaii,-0.313356017
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Illinois,-0.09617688
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Louisiana,-0.053209664
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Maryland,-0.091662038
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Indiana,-0.098673811
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Idaho,-0.004654751
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Hawaii,0.000412865
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Louisiana,-0.343544658
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Idaho,-0.226441746
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Kentucky,-0.353717893
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Kansas,-0.45952653
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Iowa,-0.478043438
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Indiana,-0.439586835
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Maine,-0.688216672
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Illinois,-0.425341056
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Maryland,-0.407024514
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Kentucky,-0.792298026
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Iowa,-1.00468982
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Hawaii,-0.589675226
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Idaho,-0.708224442
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Indiana,-0.955856541
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Maine,-1.278344912
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Kansas,-0.925572777
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Maryland,-0.853947035
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Louisiana,-0.839536822
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Illinois,-0.906469085
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Kentucky,-0.95151905
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Idaho,-0.821936222
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Maine,-1.356173831
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Maryland,-0.921368313
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Louisiana,-0.920358212
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Illinois,-0.985315436
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Kansas,-1.032306561
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Iowa,-1.072922634
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Hawaii,-0.660246238
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Indiana,-1.012564266
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Idaho,-0.933158429
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Iowa,-1.09958665
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Indiana,-1.053444975
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Hawaii,-0.625817796
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Kansas,-1.078040162
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Louisiana,-0.947771467
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Kentucky,-0.96236985
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Maine,-1.388698967
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Maryland,-0.920852439
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Illinois,-0.99138913
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Hawaii,-0.659958941
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Idaho,-0.946534826
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Maine,-1.390315468
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Louisiana,-0.955548502
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Kansas,-1.072748848
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Indiana,-1.067007473
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Maryland,-0.963147091
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Illinois,-0.998179914
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Kentucky,-0.985433135
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Iowa,-1.099211438
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Hawaii,-0.5828087
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Illinois,-0.96241832
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Kansas,-1.052310229
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Idaho,-0.92971224
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Iowa,-1.071602674
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Maryland,-0.918753032
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Kentucky,-0.925646407
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Indiana,-1.018723061
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Maine,-1.337622598
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Louisiana,-0.926908243
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Kansas,-1.0348886
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Maryland,-0.908272642
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Indiana,-1.011152174
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Kentucky,-0.919094809
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Idaho,-0.861058017
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Iowa,-1.053306569
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Hawaii,-0.667056059
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Illinois,-0.959202496
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Louisiana,-0.915677626
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Maine,-1.33401878
"Apr 27, 2020 to May 3, 2020 (Week 18)",Maine,-1.321866453
"Apr 27, 2020 to May 3, 2020 (Week 18)",Idaho,-0.803209121
"Apr 27, 2020 to May 3, 2020 (Week 18)",Illinois,-0.936332284
"Apr 27, 2020 to May 3, 2020 (Week 18)",Kansas,-0.979491475
"Apr 27, 2020 to May 3, 2020 (Week 18)",Maryland,-0.883344343
"Apr 27, 2020 to May 3, 2020 (Week 18)",Iowa,-1.005252931
"Apr 27, 2020 to May 3, 2020 (Week 18)",Indiana,-0.98422251
"Apr 27, 2020 to May 3, 2020 (Week 18)",Louisiana,-0.889798494
"Apr 27, 2020 to May 3, 2020 (Week 18)",Kentucky,-0.873658155
"Apr 27, 2020 to May 3, 2020 (Week 18)",Hawaii,-0.670777661
"May 4, 2020 to May 10, 2020 (Week 19)",Louisiana,-0.80186596
"May 4, 2020 to May 10, 2020 (Week 19)",Maine,-1.272524845
"May 4, 2020 to May 10, 2020 (Week 19)",Maryland,-0.835378641
"May 4, 2020 to May 10, 2020 (Week 19)",Hawaii,-0.642737727
"May 4, 2020 to May 10, 2020 (Week 19)",Indiana,-0.911358481
"May 4, 2020 to May 10, 2020 (Week 19)",Kentucky,-0.815628208
"May 4, 2020 to May 10, 2020 (Week 19)",Kansas,-0.934532266
"May 4, 2020 to May 10, 2020 (Week 19)",Idaho,-0.787047467
"May 4, 2020 to May 10, 2020 (Week 19)",Illinois,-0.9105314
"May 4, 2020 to May 10, 2020 (Week 19)",Iowa,-0.964225134
"May 11, 2020 to May 17, 2020 (Week 20)",Iowa,-0.943607897
"May 11, 2020 to May 17, 2020 (Week 20)",Maine,-1.256730498
"May 11, 2020 to May 17, 2020 (Week 20)",Indiana,-0.872278461
"May 11, 2020 to May 17, 2020 (Week 20)",Maryland,-0.814028028
"May 11, 2020 to May 17, 2020 (Week 20)",Idaho,-0.758934047
"May 11, 2020 to May 17, 2020 (Week 20)",Kansas,-0.901983767
"May 11, 2020 to May 17, 2020 (Week 20)",Hawaii,-0.558533411
"May 11, 2020 to May 17, 2020 (Week 20)",Louisiana,-0.808000351
"May 11, 2020 to May 17, 2020 (Week 20)",Kentucky,-0.78979275
"May 11, 2020 to May 17, 2020 (Week 20)",Illinois,-0.886869098
"May 18, 2020 to May 24, 2020 (Week 21)",Hawaii,-0.642377375
"May 18, 2020 to May 24, 2020 (Week 21)",Louisiana,-0.730438958
"May 18, 2020 to May 24, 2020 (Week 21)",Kentucky,-0.730393032
"May 18, 2020 to May 24, 2020 (Week 21)",Maine,-1.176574585
"May 18, 2020 to May 24, 2020 (Week 21)",Idaho,-0.619159417
"May 18, 2020 to May 24, 2020 (Week 21)",Kansas,-0.824590703
"May 18, 2020 to May 24, 2020 (Week 21)",Illinois,-0.836775356
"May 18, 2020 to May 24, 2020 (Week 21)",Iowa,-0.881793003
"May 18, 2020 to May 24, 2020 (Week 21)",Maryland,-0.760881357
"May 18, 2020 to May 24, 2020 (Week 21)",Indiana,-0.776763896
"May 25, 2020 to May 31, 2020 (Week 22)",Idaho,-0.493416999
"May 25, 2020 to May 31, 2020 (Week 22)",Iowa,-0.791486061
"May 25, 2020 to May 31, 2020 (Week 22)",Kentucky,-0.620578019
"May 25, 2020 to May 31, 2020 (Week 22)",Kansas,-0.729513341
"May 25, 2020 to May 31, 2020 (Week 22)",Hawaii,-0.59416015
"May 25, 2020 to May 31, 2020 (Week 22)",Maine,-1.137465848
"May 25, 2020 to May 31, 2020 (Week 22)",Louisiana,-0.709266134
"May 25, 2020 to May 31, 2020 (Week 22)",Illinois,-0.801337138
"May 25, 2020 to May 31, 2020 (Week 22)",Indiana,-0.740988348
"May 25, 2020 to May 31, 2020 (Week 22)",Maryland,-0.737913601
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Kentucky,-0.593625889
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Iowa,-0.732758215
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Hawaii,-0.600703574
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Idaho,-0.398249195
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Louisiana,-0.648503619
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Maine,-1.031558828
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Illinois,-0.772737063
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Kansas,-0.636074078
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Maryland,-0.673543635
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Indiana,-0.696085801
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Hawaii,-0.558631936
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Maryland,-0.554435275
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Idaho,-0.258317379
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Louisiana,-0.513540213
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Kansas,-0.51717023
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Illinois,-0.641516401
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Kentucky,-0.449311505
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Iowa,-0.57696207
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Indiana,-0.531160902
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Maine,-0.877652092
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Hawaii,-0.635251414
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Illinois,-0.697692351
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Kentucky,-0.598261442
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Kansas,-0.618388741
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Louisiana,-0.649460436
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Indiana,-0.619348614
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Maine,-0.896623669
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Iowa,-0.709612312
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Idaho,-0.415291822
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Maryland,-0.705006916
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Maryland,-0.614138339
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Illinois,-0.641468062
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Idaho,-0.356959492
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Kentucky,-0.563018947
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Maine,-0.867386056
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Kansas,-0.561574118
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Iowa,-0.65549675
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Indiana,-0.592208134
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Louisiana,-0.640686254
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Hawaii,-0.521141962
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Maryland,-0.60366652
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Maine,-0.884764085
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Kentucky,-0.549460165
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Illinois,-0.606767903
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Indiana,-0.58940378
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Idaho,-0.341666143
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Hawaii,-0.379134539
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Iowa,-0.6528483
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Kansas,-0.587628964
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Louisiana,-0.617218455
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Nevada,0.002375535
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Montana,0.021424419
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Mississippi,-0.009945087
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New Hampshire,-0.005950414
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Michigan,-0.002637185
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Massachusetts,0.000822599
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Missouri,-0.016902122
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Nebraska,-0.004679555
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New Jersey,-0.003598472
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Minnesota,-0.002485025
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New Jersey,0.017193821
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Nebraska,-0.021352103
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Nevada,0.099761884
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Minnesota,0.056730395
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New Hampshire,0.027306545
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Mississippi,0.120393745
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Missouri,0.086371239
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Massachusetts,0.043457274
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Michigan,0.090954244
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Montana,0.147625569
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Nebraska,-0.045995996
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Montana,0.178953517
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Massachusetts,0.033389201
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Michigan,0.011547351
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Nevada,0.088075337
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Mississippi,0.053609568
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New Jersey,0.026314
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New Hampshire,0.062215809
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Minnesota,0.003806371
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Missouri,0.027804454
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Massachusetts,0.067885263
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New Hampshire,-0.040896789
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Missouri,-0.013599651
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Michigan,0.057096931
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Minnesota,-0.003794349
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Mississippi,0.007100628
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Montana,0.050642196
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New Jersey,-0.004507477
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Nebraska,-0.05158055
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Nevada,0.067038009
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Minnesota,0.059978735
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Missouri,0.054447135
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Nevada,0.148385771
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Mississippi,0.059832889
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Michigan,0.055726426
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New Hampshire,0.054259731
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New Jersey,0.052757543
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Nebraska,0.001720243
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Massachusetts,0.105025279
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Montana,0.147233752
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Massachusetts,0.095646262
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New Jersey,0.017586649
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Mississippi,0.162016347
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Minnesota,0.079471579
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Montana,0.216333523
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Nevada,0.138081914
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Nebraska,-0.011035394
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Missouri,0.046841182
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New Hampshire,0.011172213
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Michigan,0.089220095
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Missouri,0.016974079
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Massachusetts,0.146848913
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Mississippi,0.092848233
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Michigan,0.073320115
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New Jersey,0.009879774
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Nevada,0.117273709
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New Hampshire,0.064093259
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Montana,0.100111471
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Minnesota,0.003158019
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Nebraska,0.044953587
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Massachusetts,0.010048094
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Missouri,-0.028457499
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New Jersey,-0.047480856
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Mississippi,-0.026361231
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Minnesota,0.007570946
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New Hampshire,-0.049198574
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Nevada,0.049658111
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Michigan,0.038671106
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Nebraska,-0.076045539
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Montana,0.131536934
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Nebraska,-0.168342828
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Mississippi,-0.002469706
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Massachusetts,-0.073899723
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Michigan,-0.035639537
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New Jersey,-0.143316932
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Montana,-0.021995573
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Minnesota,-0.09294648
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Missouri,-0.116018676
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New Hampshire,-0.173315204
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Nevada,-0.037767823
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Montana,-0.260663553
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Missouri,-0.453039902
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Michigan,-0.349204719
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Nebraska,-0.525325457
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Mississippi,-0.341125111
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New Hampshire,-0.564924505
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Massachusetts,-0.391848706
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Nevada,-0.288567553
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Minnesota,-0.394734693
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New Jersey,-0.42856161
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Minnesota,-0.884046516
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New Hampshire,-1.096374601
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Montana,-0.751162534
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Michigan,-0.834695146
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Nevada,-0.559836326
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Massachusetts,-0.855264385
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Mississippi,-0.88382966
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Nebraska,-0.995791001
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New Jersey,-0.830639599
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Missouri,-0.952103939
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Mississippi,-0.994181569
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Nebraska,-1.114036329
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Michigan,-0.915670087
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New Hampshire,-1.154058196
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Missouri,-1.039164329
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New Jersey,-0.881188335
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Massachusetts,-0.904833145
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Montana,-0.908869311
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Minnesota,-0.959568824
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Nevada,-0.665892388
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Nevada,-0.666565185
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Montana,-0.990207831
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Mississippi,-1.033808136
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Missouri,-1.064677177
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Michigan,-0.934017485
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Massachusetts,-0.903519145
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New Hampshire,-1.165793018
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Minnesota,-0.98373655
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Nebraska,-1.123964253
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New Jersey,-0.880576
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Montana,-1.013990247
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Michigan,-0.942653976
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Nebraska,-1.135267388
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New Hampshire,-1.173482934
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Minnesota,-0.986217812
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Nevada,-0.666473918
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Mississippi,-1.031814416
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Massachusetts,-0.912887261
