Year Week,destination_state,Index YOY Change-Booking-Hotel
"May 18, 2020 to May 24, 2020 (Week 21)",New Mexico,-0.664672294
"May 18, 2020 to May 24, 2020 (Week 21)",Oregon,-0.803367171
"May 18, 2020 to May 24, 2020 (Week 21)",Pennsylvania,-0.877980265
"May 18, 2020 to May 24, 2020 (Week 21)",Oklahoma,-0.721727572
"May 25, 2020 to May 31, 2020 (Week 22)",Rhode Island,-0.86013975
"May 25, 2020 to May 31, 2020 (Week 22)",Oregon,-0.770945633
"May 25, 2020 to May 31, 2020 (Week 22)",Oklahoma,-0.65904095
"May 25, 2020 to May 31, 2020 (Week 22)",New York,-0.782811633
"May 25, 2020 to May 31, 2020 (Week 22)",North Dakota,-0.800221455
"May 25, 2020 to May 31, 2020 (Week 22)",Pennsylvania,-0.839840677
"May 25, 2020 to May 31, 2020 (Week 22)",Ohio,-0.675491243
"May 25, 2020 to May 31, 2020 (Week 22)",New Mexico,-0.641666697
"May 25, 2020 to May 31, 2020 (Week 22)",South Carolina,-0.418068627
"May 25, 2020 to May 31, 2020 (Week 22)",North Carolina,-0.643370457
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Oregon,-0.751738269
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",North Dakota,-0.741660677
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",South Carolina,-0.353122102
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Rhode Island,-0.79029525
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New York,-0.746443183
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Mexico,-0.620534324
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Pennsylvania,-0.781265169
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Oklahoma,-0.588868207
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Ohio,-0.630641145
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",North Carolina,-0.585457055
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",North Carolina,-0.453876748
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",North Dakota,-0.619798643
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Oklahoma,-0.465050947
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Rhode Island,-0.651731575
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New York,-0.63390972
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Pennsylvania,-0.668354878
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",South Carolina,-0.248167837
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Mexico,-0.50644053
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Oregon,-0.625317683
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Ohio,-0.486036659
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Rhode Island,-0.746229026
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Pennsylvania,-0.725108329
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",North Dakota,-0.749468683
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Ohio,-0.560750521
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Mexico,-0.602063468
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New York,-0.707516252
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Oregon,-0.691549545
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",North Carolina,-0.596161675
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Oklahoma,-0.624206741
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",South Carolina,-0.479786619
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Rhode Island,-0.683920268
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Mexico,-0.575103809
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",South Carolina,-0.439592655
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",North Dakota,-0.706660759
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Pennsylvania,-0.680357836
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Ohio,-0.530826708
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Oregon,-0.642320521
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New York,-0.658043952
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",North Carolina,-0.581230979
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Oklahoma,-0.639330726
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Rhode Island,-0.594569851
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",North Dakota,-0.647080961
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",South Carolina,-0.457498826
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New Mexico,-0.537427254
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Ohio,-0.55330466
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Oregon,-0.649275702
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Pennsylvania,-0.672273908
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Oklahoma,-0.643666655
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",North Carolina,-0.59871891
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New York,-0.611423631
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Virginia,0.0004205
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Utah,-0.007642199
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Vermont,-0.013681926
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Texas,-0.007566146
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Washington,-0.001694832
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Tennessee,-0.004606475
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",West Virginia,-0.010869727
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",South Dakota,-0.007371458
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Wisconsin,-0.003943415
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",West Virginia,0.032610847
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Vermont,-0.021604593
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Tennessee,0.080682956
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Utah,0.069205174
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Virginia,0.083988498
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Washington,0.047815131
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",South Dakota,0.110421568
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Texas,0.086029336
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Wisconsin,0.018585187
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",West Virginia,-0.006682685
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Virginia,0.063451139
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Washington,0.025773108
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",South Dakota,0.034739392
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Wisconsin,-0.024306808
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Texas,0.066547338
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Utah,0.080715807
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Tennessee,0.025926201
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Vermont,0.020852054
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Tennessee,0.060536018
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Vermont,-0.098202455
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",West Virginia,-0.089774476
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Wisconsin,0.023260905
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Texas,0.032508986
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Washington,-0.048189543
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Utah,-0.036910193
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Virginia,0.039977686
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",South Dakota,-0.00350304
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Tennessee,0.013117547
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Washington,-0.005572253
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Vermont,0.045198982
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Virginia,0.058681338
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Texas,0.070789906
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",South Dakota,0.087355014
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",West Virginia,-0.008141098
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Wisconsin,0.029079737
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Utah,0.049967751
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Wisconsin,0.035307789
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Virginia,0.072391855
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Utah,0.021709988
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Vermont,-0.044498143
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",West Virginia,-0.052362235
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Texas,0.086168285
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Tennessee,0.071401064
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",South Dakota,0.180523804
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Washington,0.063269432
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Wisconsin,0.036156823
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Utah,0.044877399
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",West Virginia,-0.010786999
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Tennessee,0.030042402
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",South Dakota,0.087300619
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Texas,0.069366095
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Virginia,0.049663457
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Washington,0.06126341
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Vermont,-0.003740661
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Texas,0.048379769
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Washington,-0.016084401
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Wisconsin,-0.043126398
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Utah,-0.045832205
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",West Virginia,-0.148800916
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Virginia,0.020897556
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Vermont,-0.06350367
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",South Dakota,0.033736331
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Tennessee,0.0353742
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",West Virginia,-0.202735024
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Texas,-0.041561452
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Washington,-0.23538868
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Utah,-0.165214909
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Vermont,-0.243453179
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",South Dakota,-0.035696095
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Virginia,-0.077855553
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Tennessee,-0.038856398
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Wisconsin,-0.11385553
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Utah,-0.528796082
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",West Virginia,-0.507188276
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Vermont,-0.618266859
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",South Dakota,-0.303983103
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Tennessee,-0.372701171
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Washington,-0.529911937
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Wisconsin,-0.486800487
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Virginia,-0.357826827
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Texas,-0.323377949
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",South Dakota,-0.811450021
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",West Virginia,-0.982517193
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Virginia,-0.755114937
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Vermont,-1.158056379
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Washington,-0.848888931
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Wisconsin,-1.012408514
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Tennessee,-0.811935972
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Texas,-0.811875656
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Utah,-1.004477823
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Wisconsin,-1.086117704
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",South Dakota,-0.932303292
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Vermont,-1.229577715
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Utah,-1.095025586
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Virginia,-0.855060867
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Tennessee,-0.947128122
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Texas,-0.917293532
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Washington,-0.884061963
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",West Virginia,-1.097501314
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Vermont,-1.259076945
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Wisconsin,-1.087788827
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Texas,-0.940822104
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Washington,-0.866646111
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Tennessee,-0.95292917
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",West Virginia,-1.113178553
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",South Dakota,-0.987751691
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Utah,-1.14403672
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Virginia,-0.844583078
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Tennessee,-0.976690608
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",South Dakota,-1.001881656
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Utah,-1.142842266
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Texas,-0.967029832
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Wisconsin,-1.10112657
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Washington,-0.899149313
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Virginia,-0.868072995
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Vermont,-1.250334773
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",West Virginia,-1.109656872
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Vermont,-1.234999503
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Tennessee,-0.922565366
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",West Virginia,-1.062978935
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",South Dakota,-0.949894934
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Virginia,-0.827145533
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Texas,-0.92520909
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Washington,-0.875837055
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Utah,-1.119726763
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Wisconsin,-1.074114686
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Texas,-0.901675328
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",West Virginia,-1.064123336
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Utah,-1.061844334
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Wisconsin,-1.061726721
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Washington,-0.854723962
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Vermont,-1.234144561
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Tennessee,-0.912582611
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",South Dakota,-0.925280898
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Virginia,-0.816449931
"Apr 27, 2020 to May 3, 2020 (Week 18)",Virginia,-0.802441606
"Apr 27, 2020 to May 3, 2020 (Week 18)",Washington,-0.800998043
"Apr 27, 2020 to May 3, 2020 (Week 18)",South Dakota,-0.839182812
"Apr 27, 2020 to May 3, 2020 (Week 18)",West Virginia,-1.032551585
"Apr 27, 2020 to May 3, 2020 (Week 18)",Tennessee,-0.847785789
"Apr 27, 2020 to May 3, 2020 (Week 18)",Texas,-0.841635101
"Apr 27, 2020 to May 3, 2020 (Week 18)",Vermont,-1.210380069
"Apr 27, 2020 to May 3, 2020 (Week 18)",Wisconsin,-1.035427591
"Apr 27, 2020 to May 3, 2020 (Week 18)",Utah,-0.985855709
"May 4, 2020 to May 10, 2020 (Week 19)",Virginia,-0.762829723
"May 4, 2020 to May 10, 2020 (Week 19)",Utah,-0.932921184
"May 4, 2020 to May 10, 2020 (Week 19)",West Virginia,-0.965832493
"May 4, 2020 to May 10, 2020 (Week 19)",Wisconsin,-0.984235943
"May 4, 2020 to May 10, 2020 (Week 19)",Texas,-0.774643161
"May 4, 2020 to May 10, 2020 (Week 19)",Washington,-0.794981339
"May 4, 2020 to May 10, 2020 (Week 19)",Vermont,-1.145338292
"May 4, 2020 to May 10, 2020 (Week 19)",Tennessee,-0.761983315
"May 4, 2020 to May 10, 2020 (Week 19)",South Dakota,-0.777978943
"May 11, 2020 to May 17, 2020 (Week 20)",Virginia,-0.72978232
"May 11, 2020 to May 17, 2020 (Week 20)",Washington,-0.792450571
"May 11, 2020 to May 17, 2020 (Week 20)",Tennessee,-0.711508927
"May 11, 2020 to May 17, 2020 (Week 20)",Utah,-0.871312553
"May 11, 2020 to May 17, 2020 (Week 20)",South Dakota,-0.745032667
"May 11, 2020 to May 17, 2020 (Week 20)",Vermont,-1.140868217
"May 11, 2020 to May 17, 2020 (Week 20)",Wisconsin,-0.963322235
"May 11, 2020 to May 17, 2020 (Week 20)",West Virginia,-0.957056206
"May 11, 2020 to May 17, 2020 (Week 20)",Texas,-0.745699875
"May 18, 2020 to May 24, 2020 (Week 21)",Wisconsin,-0.874210107
"May 18, 2020 to May 24, 2020 (Week 21)",Tennessee,-0.605841044
"May 18, 2020 to May 24, 2020 (Week 21)",Washington,-0.755018847
"May 18, 2020 to May 24, 2020 (Week 21)",Texas,-0.664100187
"May 18, 2020 to May 24, 2020 (Week 21)",Virginia,-0.67517331
"May 18, 2020 to May 24, 2020 (Week 21)",Vermont,-1.083474425
"May 18, 2020 to May 24, 2020 (Week 21)",Utah,-0.731520926
"May 18, 2020 to May 24, 2020 (Week 21)",West Virginia,-0.875901885
"May 18, 2020 to May 24, 2020 (Week 21)",South Dakota,-0.611394266
"May 25, 2020 to May 31, 2020 (Week 22)",Washington,-0.738249118
"May 25, 2020 to May 31, 2020 (Week 22)",Virginia,-0.666805027
"May 25, 2020 to May 31, 2020 (Week 22)",Vermont,-1.028299396
"May 25, 2020 to May 31, 2020 (Week 22)",South Dakota,-0.57578582
"May 25, 2020 to May 31, 2020 (Week 22)",West Virginia,-0.820256434
"May 25, 2020 to May 31, 2020 (Week 22)",Utah,-0.697479506
"May 25, 2020 to May 31, 2020 (Week 22)",Wisconsin,-0.816235141
"May 25, 2020 to May 31, 2020 (Week 22)",Texas,-0.619711099
"May 25, 2020 to May 31, 2020 (Week 22)",Tennessee,-0.572008081
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Tennessee,-0.543913274
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Wisconsin,-0.741591408
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",West Virginia,-0.680828049
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",South Dakota,-0.49006222
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Washington,-0.712581895
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Texas,-0.569496689
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Utah,-0.592548606
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Virginia,-0.540573097
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Vermont,-0.868836035
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",West Virginia,-0.520883073
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Tennessee,-0.383021129
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Utah,-0.432563408
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Washington,-0.615373906
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Virginia,-0.422343705
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Texas,-0.454962483
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Vermont,-0.757940663
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",South Dakota,-0.304537226
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Wisconsin,-0.591486245
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Utah,-0.618126485
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Virginia,-0.565243753
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",West Virginia,-0.647405732
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Tennessee,-0.560833127
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Wisconsin,-0.722015915
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Washington,-0.736850564
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Texas,-0.645033509
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",South Dakota,-0.567803698
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Vermont,-0.802341486
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",West Virginia,-0.639472219
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Utah,-0.601731761
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Virginia,-0.553447782
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Vermont,-0.766759913
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Wisconsin,-0.698563802
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",South Dakota,-0.548172517
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Washington,-0.715120057
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Texas,-0.666576946
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Tennessee,-0.556564941
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Utah,-0.567410067
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Wisconsin,-0.644131679
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Tennessee,-0.555643634
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Vermont,-0.787632144
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Texas,-0.64772961
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Washington,-0.646953769
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",West Virginia,-0.666603237
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",South Dakota,-0.498095225
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Virginia,-0.52180221
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Wyoming,0.001376578
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Wyoming,0.027158082
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Wyoming,0.005500443
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Wyoming,-0.046874613
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Wyoming,0.062217266
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Wyoming,0.108677213
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Wyoming,0.114693615
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Wyoming,-0.027206985
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Wyoming,-0.05780689
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Wyoming,-0.376215883
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Wyoming,-0.827884176
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Wyoming,-0.905946419
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Wyoming,-0.916059501
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Wyoming,-0.951478869
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Wyoming,-0.905661838
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Wyoming,-0.835244911
"Apr 27, 2020 to May 3, 2020 (Week 18)",Wyoming,-0.815267189
"May 4, 2020 to May 10, 2020 (Week 19)",Wyoming,-0.769643697
"May 11, 2020 to May 17, 2020 (Week 20)",Wyoming,-0.727360466
"May 18, 2020 to May 24, 2020 (Week 21)",Wyoming,-0.58819222
"May 25, 2020 to May 31, 2020 (Week 22)",Wyoming,-0.547256822
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Wyoming,-0.452826413
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Wyoming,-0.275323803
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Wyoming,-0.505799686
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Wyoming,-0.593528821
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Wyoming,-0.52226863
